"Sample_ID","Intervention","Type","ShiftStartTime","SampleNumber","PostIntervention","Hygiene1","Hygiene2","Hygiene3","Hygiene4","TeatN","TeatS","TeatR","TeatVR","KickOffs","Sample_Notes","MicroTests_ID","Sample","Test","Rep1","Rep2","Rep3","Rep4","Rep5","Rep6","Rep7","Rep8","Rep9","Rep10","Calculated_Average","Interventions_ID","Visit","Farm","SamplingStartDate","TrainingDate","SamplingEndDate","PredipType","PostdipType","Bleach","Detergent","Dry","Farms_ID","MilkingTimes","FarmID","MicroTests_Notes","DayFromTraining","SamplingDay"
213,7,"BTM",10/11/2017 22:00:00,"17","No",29,190,36,12,365,527,137,27,9,,620,213,"TSC",0.00,1.00,0.00,0.00,1.00,0.00,0.00,3.00,1.00,0.00,0.60,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
214,7,"Towel",10/5/2017 6:00:00,"1","No",13,158,92,4,384,583,91,9,3,,621,214,"TSC",16.00,10.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
215,7,"Towel",10/7/2017 6:00:00,"2","No",,,,,,,,,,,622,215,"TSC",27.00,22.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
216,7,"Towel",10/9/2017 6:00:00,"3","No",,,,,,,,,,,623,216,"TSC",27.00,19.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
217,7,"Towel",10/11/2017 6:00:00,"4","No",,,,,,,,,,,624,217,"TSC",24.00,19.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
197,7,"BTM",10/5/2017 6:00:00,"1","No",,,,,,,,,,,625,197,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
198,7,"BTM",10/5/2017 6:00:00,"2","No",,,,,,,,,,,626,198,"PSC",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
199,7,"BTM",10/5/2017 14:00:00,"3","No",,,,,,,,,,,627,199,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
200,7,"BTM",10/5/2017 22:00:00,"4","No",,,,,,,,,,,628,200,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
201,7,"BTM",10/7/2017 6:00:00,"5","No",,,,,,,,,,,629,201,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
202,7,"BTM",10/7/2017 6:00:00,"6","No",,,,,,,,,,,630,202,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
203,7,"BTM",10/7/2017 14:00:00,"7","No",,,,,,,,,,,631,203,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
204,7,"BTM",10/7/2017 22:00:00,"8","No",,,,,,,,,,,632,204,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
205,7,"BTM",10/9/2017 6:00:00,"9","No",,,,,,,,,,,633,205,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
206,7,"BTM",10/9/2017 14:00:00,"10","No",,,,,,,,,,,634,206,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
207,7,"BTM",10/9/2017 22:00:00,"11","No",,,,,,,,,,,635,207,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
208,7,"BTM",10/9/2017 22:00:00,"12","No",,,,,,,,,,,636,208,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
209,7,"BTM",10/11/2017 6:00:00,"13","No",13,158,92,4,384,583,91,9,3,,637,209,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
210,7,"BTM",10/11/2017 6:00:00,"14","No",13,158,92,4,384,583,91,9,3,,638,210,"PSC",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
211,7,"BTM",10/11/2017 14:00:00,"15","No",24,214,29,1,816,175,48,12,3,,639,211,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
212,7,"BTM",10/11/2017 14:00:00,"16","No",24,214,29,1,816,175,48,12,3,,640,212,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
213,7,"BTM",10/11/2017 22:00:00,"17","No",29,190,36,12,365,527,137,27,9,,641,213,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
214,7,"Towel",10/5/2017 6:00:00,"1","No",13,158,92,4,384,583,91,9,3,,642,214,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-4,1
215,7,"Towel",10/7/2017 6:00:00,"2","No",,,,,,,,,,,643,215,"PSC",1.00,1.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-3,2
216,7,"Towel",10/9/2017 6:00:00,"3","No",,,,,,,,,,,644,216,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-2,3
217,7,"Towel",10/11/2017 6:00:00,"4","No",,,,,,,,,,,645,217,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,-1,4
218,7,"BTM",10/12/2017 6:00:00,"18","Yes",8,154,88,10,570,403,64,4,6,,646,218,"MSC",2.00,3.00,3.00,2.00,2.00,0.00,1.00,1.00,1.00,1.00,1.60,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
219,7,"BTM",10/12/2017 22:00:00,"19","Yes",30,179,58,2,352,578,118,20,9,,647,219,"MSC",2.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,2.00,2.00,1.20,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
220,7,"BTM",10/14/2017 6:00:00,"20","Yes",,,,,,,,,,,648,220,"MSC",1.00,2.00,2.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
221,7,"BTM",10/16/2017 6:00:00,"21","Yes",,,,,,,,,,,649,221,"MSC",0.00,2.00,0.00,1.00,1.00,1.00,4.00,1.00,2.00,1.00,1.30,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
222,7,"BTM",10/16/2017 14:00:00,"22","Yes",,,,,,,,,,,650,222,"MSC",5.00,1.00,1.00,0.00,1.00,0.00,1.00,2.00,2.00,2.00,1.50,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
223,7,"BTM",10/16/2017 22:00:00,"23","Yes",,,,,,,,,,,651,223,"MSC",1.00,2.00,2.00,0.00,0.00,2.00,4.00,2.00,2.00,2.00,1.70,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
224,7,"BTM",10/18/2017 14:00:00,"24","Yes",,,,,,,,,,,652,224,"MSC",1.00,0.00,0.00,3.00,1.00,0.00,0.00,2.00,0.00,0.00,0.70,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
225,7,"BTM",10/18/2017 14:00:00,"25","Yes",,,,,,,,,,,653,225,"MSC",1.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,0.50,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
226,7,"BTM",10/18/2017 22:00:00,"26","Yes",,,,,,,,,,,654,226,"MSC",2.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.60,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
227,7,"BTM",10/18/2017 22:00:00,"27","Yes",,,,,,,,,,,655,227,"MSC",0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,2.00,0.80,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
228,7,"Towel",10/12/2017 6:00:00,"5","Yes",8,154,88,10,570,403,64,4,6,,656,228,"MSC",11.00,11.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
229,7,"Towel",10/14/2017 6:00:00,"6","Yes",,,,,,,,,,,657,229,"MSC",30.00,24.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
230,7,"Towel",10/16/2017 6:00:00,"7","Yes",,,,,,,,,,,658,230,"MSC",9.00,11.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
231,7,"Towel",10/18/2017 6:00:00,"8","Yes",,,,,,,,,,,659,231,"MSC",18.00,26.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
218,7,"BTM",10/12/2017 6:00:00,"18","Yes",8,154,88,10,570,403,64,4,6,,660,218,"TSC",0.00,1.00,1.00,0.00,1.00,0.00,0.00,3.00,1.00,2.00,0.90,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
219,7,"BTM",10/12/2017 22:00:00,"19","Yes",30,179,58,2,352,578,118,20,9,,661,219,"TSC",2.00,0.00,1.00,1.00,3.00,0.00,2.00,1.00,1.00,2.00,1.30,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
220,7,"BTM",10/14/2017 6:00:00,"20","Yes",,,,,,,,,,,662,220,"TSC",0.00,1.00,0.00,2.00,2.00,1.00,0.00,2.00,2.00,2.00,1.20,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
221,7,"BTM",10/16/2017 6:00:00,"21","Yes",,,,,,,,,,,663,221,"TSC",0.00,2.00,2.00,0.00,2.00,0.00,2.00,0.00,1.00,0.00,0.90,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
222,7,"BTM",10/16/2017 14:00:00,"22","Yes",,,,,,,,,,,664,222,"TSC",0.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,0.00,3.00,1.30,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
223,7,"BTM",10/16/2017 22:00:00,"23","Yes",,,,,,,,,,,665,223,"TSC",2.00,3.00,2.00,2.00,2.00,0.00,2.00,0.00,2.00,1.00,1.60,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
224,7,"BTM",10/18/2017 14:00:00,"24","Yes",,,,,,,,,,,666,224,"TSC",0.00,1.00,1.00,2.00,2.00,0.00,2.00,2.00,1.00,0.00,1.10,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
225,7,"BTM",10/18/2017 14:00:00,"25","Yes",,,,,,,,,,,667,225,"TSC",1.00,1.00,2.00,0.00,1.00,2.00,2.00,1.00,2.00,1.00,1.30,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
226,7,"BTM",10/18/2017 22:00:00,"26","Yes",,,,,,,,,,,668,226,"TSC",1.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.80,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
227,7,"BTM",10/18/2017 22:00:00,"27","Yes",,,,,,,,,,,669,227,"TSC",1.00,1.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,1.00,0.90,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
228,7,"Towel",10/12/2017 6:00:00,"5","Yes",8,154,88,10,570,403,64,4,6,,670,228,"TSC",6.00,5.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
229,7,"Towel",10/14/2017 6:00:00,"6","Yes",,,,,,,,,,,671,229,"TSC",10.00,14.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
230,7,"Towel",10/16/2017 6:00:00,"7","Yes",,,,,,,,,,,672,230,"TSC",10.00,7.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
231,7,"Towel",10/18/2017 6:00:00,"8","Yes",,,,,,,,,,,673,231,"TSC",15.00,12.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
218,7,"BTM",10/12/2017 6:00:00,"18","Yes",8,154,88,10,570,403,64,4,6,,674,218,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
219,7,"BTM",10/12/2017 22:00:00,"19","Yes",30,179,58,2,352,578,118,20,9,,675,219,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
220,7,"BTM",10/14/2017 6:00:00,"20","Yes",,,,,,,,,,,676,220,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
221,7,"BTM",10/16/2017 6:00:00,"21","Yes",,,,,,,,,,,677,221,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
222,7,"BTM",10/16/2017 14:00:00,"22","Yes",,,,,,,,,,,678,222,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
223,7,"BTM",10/16/2017 22:00:00,"23","Yes",,,,,,,,,,,679,223,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
224,7,"BTM",10/18/2017 14:00:00,"24","Yes",,,,,,,,,,,680,224,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
225,7,"BTM",10/18/2017 14:00:00,"25","Yes",,,,,,,,,,,681,225,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
226,7,"BTM",10/18/2017 22:00:00,"26","Yes",,,,,,,,,,,682,226,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
227,7,"BTM",10/18/2017 22:00:00,"27","Yes",,,,,,,,,,,683,227,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
228,7,"Towel",10/12/2017 6:00:00,"5","Yes",8,154,88,10,570,403,64,4,6,,684,228,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,1,1
229,7,"Towel",10/14/2017 6:00:00,"6","Yes",,,,,,,,,,,685,229,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,2,2
230,7,"Towel",10/16/2017 6:00:00,"7","Yes",,,,,,,,,,,686,230,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,3,3
231,7,"Towel",10/18/2017 6:00:00,"8","Yes",,,,,,,,,,,687,231,"PSC",0.00,0.00,,,,,,,,,,7,2,2,10/5/2017 0:00:00,10/12/2017 5:00:00,10/18/2017 0:00:00,"Iodine","Iodine","no","yes","yes",2,"6am, 2pm, 10pm","B",,4,4
232,8,"BTM",11/7/2017 9:00:00,"1","No",,,,,,,,,,,688,232,"MSC",2.00,2.00,1.00,5.00,2.00,1.00,3.00,2.00,0.00,2.00,2.00,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
233,8,"BTM",11/7/2017 17:00:00,"2","No",,,,,,,,,,,689,233,"MSC",0.00,2.00,0.00,0.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
234,8,"BTM",11/8/2017 1:00:00,"3","No",,,,,,,,,,,690,234,"MSC",5.00,2.00,1.00,3.00,4.00,4.00,3.00,2.00,6.00,1.00,3.10,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-4,1
235,8,"BTM",11/9/2017 9:00:00,"4","No",,,,,,,,,,,691,235,"MSC",2.00,1.00,0.00,2.00,0.00,5.00,0.00,1.00,0.00,2.00,1.30,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
236,8,"BTM",11/9/2017 17:00:00,"5","No",,,,,,,,,,,692,236,"MSC",3.00,0.00,1.00,2.00,0.00,1.00,2.00,2.00,1.00,1.00,1.30,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
237,8,"BTM",11/10/2017 1:00:00,"6","No",,,,,,,,,,,693,237,"MSC",0.00,1.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,0.00,1.20,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-3,2
238,8,"BTM",11/11/2017 9:00:00,"7","No",,,,,,,,,,,694,238,"MSC",1.00,2.00,1.00,1.00,1.00,0.00,6.00,1.00,2.00,0.00,1.50,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
239,8,"BTM",11/11/2017 17:00:00,"8","No",,,,,,,,,,,695,239,"MSC",1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
240,8,"BTM",11/12/2017 1:00:00,"9","No",,,,,,,,,,,696,240,"MSC",1.00,5.00,2.00,4.00,3.00,1.00,2.00,1.00,1.00,1.00,2.10,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-2,3
241,8,"BTM",11/13/2017 9:00:00,"10","No",85,198,28,1,274,439,302,119,18,,697,241,"MSC",1.00,4.00,4.00,3.00,2.00,1.00,3.00,3.00,0.00,2.00,2.30,8,2,3,11/7/2017 0:00:00,11/14/2017 7:30:00,11/21/2017 0:00:00,"Iodine","Iodine","yes","yes","no",3,"9am, 5pm, 1am","C",,-1,4
